IndicatorId,Indicator Name,CategoryId,Category
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,1056,20-34 years
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,1057,35-49 years
AFR0315,Early marriage,9,Female
AFR0319,Prevalence chronic obstructive pulmonary diseases,8,Male
AFR0319,Prevalence chronic obstructive pulmonary diseases,9,Female
AFR0319,Prevalence chronic obstructive pulmonary diseases,28,Both sexes (male and female)
AFR0319,Prevalence chronic obstructive pulmonary diseases,29,Total
AFR0320,Incidence of stroke/cardiovascular disease,29,Total
AFR0321,Number of cancer cases (all cause),29,Total
AFR0324,New cases of vaccine-preventable diseases,28,Both sexes (male and female)
AFR0324,New cases of vaccine-preventable diseases,46,Measles
AFR0324,New cases of vaccine-preventable diseases,47,Mumps
AFR0324,New cases of vaccine-preventable diseases,48,Neonatal tetanus
AFR0324,New cases of vaccine-preventable diseases,49,Non-neonatal tetanus
AFR0324,New cases of vaccine-preventable diseases,50,Pertussis
AFR0324,New cases of vaccine-preventable diseases,51,Polio
AFR0324,New cases of vaccine-preventable diseases,52,Rubella
AFR0324,New cases of vaccine-preventable diseases,53,Yellow fever
AFR0324,New cases of vaccine-preventable diseases,54,Congenital Rubella Syndrome
AFR0324,New cases of vaccine-preventable diseases,55,Diphteria
AFR0324,New cases of vaccine-preventable diseases,56,Japanese encephalitis
AFR0324,New cases of vaccine-preventable diseases,57,Measles
AFR0324,New cases of vaccine-preventable diseases,58,Mumps
AFR0324,New cases of vaccine-preventable diseases,59,Neonatal tetanus
AFR0324,New cases of vaccine-preventable diseases,60,Non-neonatal tetanus
AFR0324,New cases of vaccine-preventable diseases,61,Pertussis
AFR0325,Hepatitis B incidence per 100 000 population [SDG 3.3.4],28,Both sexes (male and female)
AFR0325,Hepatitis B incidence per 100 000 population [SDG 3.3.4],29,Total
AFR0326,Hepatitis B surface antigen prevalence (%),28,Both sexes (male and female)
AFR0327,Number of people requiring interventions against neglected tropical diseases [SDG 3.3.5],28,Both sexes (male and female)
AFR0328,Congenital syphilis rate,28,Both sexes (male and female)
AFR0328,Congenital syphilis rate,66,Female (15-49 years)
AFR0330,Malaria prevalence rate,28,Both sexes (male and female)
AFR0330,Malaria prevalence rate,29,Total
AFR0330,Malaria prevalence rate,1050,6-59 months
AFR0331,Malaria incidence rate (per 1000 population at risk) [SDG 3.3.3],28,Both sexes (male and female)
AFR0331,Malaria incidence rate (per 1000 population at risk) [SDG 3.3.3],29,Total
AFR0332,"TB prevalence rate per 100,000 population per year",28,Both sexes (male and female)
AFR0332,"TB prevalence rate per 100,000 population per year",29,Total
AFR0333,Tuberculosis (TB) notification rate (per 100 000 population),28,Both sexes (male and female)
AFR0333,Tuberculosis (TB) notification rate (per 100 000 population),29,Total
AFR0334,TB incidence rate [SDG 3.3.2],28,Both sexes (male and female)
AFR0334,TB incidence rate [SDG 3.3.2],29,Total
AFR0335,Tuberculosis treatment success rate,28,Both sexes (male and female)
AFR0335,Tuberculosis treatment success rate,29,Total
AFR0335,Tuberculosis treatment success rate,109,Female (15-19 years)
AFR0339,ANC Coverage,9,Female
AFR0339,ANC Coverage,11,Rural
AFR0339,ANC Coverage,12,Urban
AFR0339,ANC Coverage,66,Female (15-49 years)
AFR0340,BCG - MCV drop out,2,Infants (0-11 Months)
AFR0341,TB treatment drop out,28,Both sexes (male and female)
AFR0346,Patient safety index score,999,Not Applicable
AFR0347,Gender development index score,28,Both sexes (male and female)
AFR0348,Total Health Expenditure (International US$),999,Not Applicable
AFR0349,Total Health Expenditure (constant US$),999,Not Applicable
AFR0350,Availability of basic equipment,29,Total
AFR0350,Availability of basic equipment,999,Not Applicable
AFR0351,Health infrastructure readiness,999,Not Applicable
AFR0352,Facilities with essential medicines out of stock in the past 3 months,999,Not Applicable
AFR0358,Diagnostics readiness,29,Total
AFR0358,Diagnostics readiness,999,Not Applicable
AFR0361,Primary care facilities readiness score,999,Not Applicable
AFR0362,Hospitals readiness score,999,Not Applicable
AFR0363,Facilities that received expected supervision visits in the past 6 months,999,Not Applicable
AFR0365,Sub national units with full complement of management staff (DHMTs),999,Not Applicable
AFR0366,Facilities with appropriate infection prevention,29,Total
AFR0366,Facilities with appropriate infection prevention,999,Not Applicable
AFR0368,Annual health summit held in past 12 months,999,Not Applicable
AFR0369,Sub national units (districts) with current operational plans,999,Not Applicable
AFR0373,Proportion of deaths with cause of death recorded,29,Total
AFR0376,Functionality of health observatory,999,Not Applicable
AFR0377,HIV prevalence among adults aged 15-49 years (%),8,Male
AFR0377,HIV prevalence among adults aged 15-49 years (%),9,Female
AFR0377,HIV prevalence among adults aged 15-49 years (%),11,Rural
AFR0377,HIV prevalence among adults aged 15-49 years (%),12,Urban
AFR0377,HIV prevalence among adults aged 15-49 years (%),14,No education
AFR0377,HIV prevalence among adults aged 15-49 years (%),15,Primary Education
AFR0377,HIV prevalence among adults aged 15-49 years (%),19,First Quintile
AFR0377,HIV prevalence among adults aged 15-49 years (%),20,Second Quintile
AFR0377,HIV prevalence among adults aged 15-49 years (%),21,Third Quintile
AFR0377,HIV prevalence among adults aged 15-49 years (%),22,Fourth Quintile
AFR0377,HIV prevalence among adults aged 15-49 years (%),23,Fifth Quintile
AFR0377,HIV prevalence among adults aged 15-49 years (%),28,Both sexes (male and female)
AFR0377,HIV prevalence among adults aged 15-49 years (%),29,Total
AFR0377,HIV prevalence among adults aged 15-49 years (%),65,Both sexes (15-49 yeras)
AFR0377,HIV prevalence among adults aged 15-49 years (%),67,Male (15-49 years)
AFR0377,HIV prevalence among adults aged 15-49 years (%),68,Secondary or Higher Education
AFR0378,Age-standardized prevalence of overweight and obesity in persons aged 18+ years,29,Total
AFR0379,Age-standardized prevalence of overweight in persons aged 18+ years,8,Male
AFR0379,Age-standardized prevalence of overweight in persons aged 18+ years,28,Both sexes (male and female)
AFR0379,Age-standardized prevalence of overweight in persons aged 18+ years,66,Female (15-49 years)
AFR0380,Access to electricity (% of population),8,Male
AFR0380,Access to electricity (% of population),9,Female
AFR0380,Access to electricity (% of population),11,Rural
AFR0380,Access to electricity (% of population),12,Urban
AFR0380,Access to electricity (% of population),28,Both sexes (male and female)
AFR0380,Access to electricity (% of population),29,Total
AFR0380,Access to electricity (% of population),999,Not Applicable
AFR0381,Life expectancy at birth (years),8,Male
AFR0381,Life expectancy at birth (years),9,Female
AFR0381,Life expectancy at birth (years),28,Both sexes (male and female)
AFR0382,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),9,Female
AFR0382,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),110,Female (20-24 years)
AFR0383,Prevalence of overweight in persons aged 18+years,28,Both sexes (male and female)
AFR0388,GDP growth (annual %),23,Fifth Quintile
AFR0388,GDP growth (annual %),28,Both sexes (male and female)
AFR0388,GDP growth (annual %),999,Not Applicable
AFR0390,Female genital mutilation prevalence (%),9,Female
AFR0390,Female genital mutilation prevalence (%),66,Female (15-49 years)
AFR0391,"School enrolment, primary (% gross)",28,Both sexes (male and female)
AFR0392,"Pre-primary education, duration (years)",28,Both sexes (male and female)
AFR0392,"Pre-primary education, duration (years)",999,Not Applicable
AFR0393,"Secondary education, duration (years)",28,Both sexes (male and female)
AFR0393,"Secondary education, duration (years)",999,Not Applicable
AFR0394,Premature noncommunicable disease (NCD) mortality [SDG 3.4.1],28,Both sexes (male and female)
AFR0394,Premature noncommunicable disease (NCD) mortality [SDG 3.4.1],34,25+ years
AFR0395,HIV incidence rate per 1000 uninfected population [SDG 3.3.1],8,Male
AFR0395,HIV incidence rate per 1000 uninfected population [SDG 3.3.1],9,Female
AFR0395,HIV incidence rate per 1000 uninfected population [SDG 3.3.1],28,Both sexes (male and female)
AFR0395,HIV incidence rate per 1000 uninfected population [SDG 3.3.1],29,Total
AFR0396,Essential medicines readiness,29,Total
AFR0397,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease [SDG 3.4.1]",8,Male
AFR0397,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease [SDG 3.4.1]",9,Female
AFR0397,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease [SDG 3.4.1]",28,Both sexes (male and female)
AFR0398,"Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders [SDG 3.5.1]",28,Both sexes (male and female)
AFR0399,Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis [SDG 3.b.3],28,Both sexes (male and female)
AFR0399,Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis [SDG 3.b.3],999,Not Applicable
AFR0405,Immunization coverage,15,Primary Education
AFR0405,Immunization coverage,68,Secondary or Higher Education
AFR0405,Immunization coverage,999,Not Applicable
AFR0405,Immunization coverage,1018,12-23 months
AFR0406,National Laboratory System Score,999,Not Applicable
AFR0412,Points of Entry (PoE) Score,999,Not Applicable
AFR0414,Radiation Emergencies,999,Not Applicable
AFR0415,Most widely used screening method in national cervical cancer screening program,999,Not Applicable
AFR0416,Type of national cervical cancer screening program,999,Not Applicable
AFR0417,Coverage of national cervical cancer screening program (%),9,Female
AFR0417,Coverage of national cervical cancer screening program (%),999,Not Applicable
AFR0418,Existence of national screening program for cervical cancer,9,Female
AFR0418,Existence of national screening program for cervical cancer,999,Not Applicable
AFR0419,"Proportion of total government spending on essential services (education, health and social protection[SDG1.a.2]",999,Not Applicable
AFR0420,"Proportion of children under 5 years of age who are developmentally on track in health, learning and psychosocialwell-being, by sex",8,Male
AFR0420,"Proportion of children under 5 years of age who are developmentally on track in health, learning and psychosocialwell-being, by sex",9,Female
AFR0420,"Proportion of children under 5 years of age who are developmentally on track in health, learning and psychosocialwell-being, by sex",28,Both sexes (male and female)
AFR0425,Number of cases of poliomyelitis caused by wild poliovirus (WPV),28,Both sexes (male and female)
AFR0425,Number of cases of poliomyelitis caused by wild poliovirus (WPV),1041,0-15 years
AFR0428,Sex ratio at birth,8,Male
AFR0428,Sex ratio at birth,9,Female
AFR0428,Sex ratio at birth,28,Both sexes (male and female)
AFR0429,Population living in urban areas  (%),28,Both sexes (male and female)
AFR0430,National budget allocated to health (%),999,Not Applicable
AFR0431,Top 10 Causes of death,999,Not Applicable
AFR0432,Percentage of children (aged 1-14 years) who experienced any physical punishment and/or psychological aggression by caregivers,8,Male
AFR0432,Percentage of children (aged 1-14 years) who experienced any physical punishment and/or psychological aggression by caregivers,9,Female
AFR0432,Percentage of children (aged 1-14 years) who experienced any physical punishment and/or psychological aggression by caregivers,28,Both sexes (male and female)
AFR0432,Percentage of children (aged 1-14 years) who experienced any physical punishment and/or psychological aggression by caregivers,29,Total
AFR0433,"Percentage of children (aged 36-59 months) developmentally on track in at least 3 of the 4 following domains: literacy-numeracy, physical, social-emotional and learning",8,Male
AFR0433,"Percentage of children (aged 36-59 months) developmentally on track in at least 3 of the 4 following domains: literacy-numeracy, physical, social-emotional and learning",9,Female
AFR0433,"Percentage of children (aged 36-59 months) developmentally on track in at least 3 of the 4 following domains: literacy-numeracy, physical, social-emotional and learning",28,Both sexes (male and female)
AFR0433,"Percentage of children (aged 36-59 months) developmentally on track in at least 3 of the 4 following domains: literacy-numeracy, physical, social-emotional and learning",29,Total
AFR0434,Density of medical doctors (per 10 000 population),28,Both sexes (male and female)
AFR0435,Density of dentists (per 10 000 population ),28,Both sexes (male and female)
AFR0435,Density of dentists (per 10 000 population ),1000,Dentists
AFR0437,Proportion of population using a hand-washing facility with soap and water (%),28,Both sexes (male and female)
AFR0438,Amount of water and sanitation-related official development assistance that is part of a government coordinated spending plan (constant 2017 US $ millions),999,Not Applicable
AFR0439,Prevalence of obesity among children and adolescents (5-19 years)(%),28,Both sexes (male and female)
AFR0440,Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),70,0-4 years
AFR0441,Proportion of population with large household expenditures on health (greater than 25%) as a share of total household expenditure or income (%),28,Both sexes (male and female)
AFR0441,Proportion of population with large household expenditures on health (greater than 25%) as a share of total household expenditure or income (%),29,Total
AFR0442,"Proportion of the target population with access to affordable medicines and vaccines on a sustainable basis, human papillomavirus (HPV) (%)",29,Total
AFR0443,Percentage of facilities offering family planning services,29,Total
AFR0447,Percentage of maternal deaths due to unsafe abortion,9,Female
AFR0447,Percentage of maternal deaths due to unsafe abortion,29,Total
AFR0447,Percentage of maternal deaths due to unsafe abortion,66,Female (15-49 years)
AFR0447,Percentage of maternal deaths due to unsafe abortion,107,Female (10-14 years)
AFR0448,Percentage of women accessing antenatal care services who tested positive for syphilis and were treated,9,Female
AFR0449,Proportion of service delivery points providing post abortion care services and safe abortion where legal,999,Not Applicable
AFR0452,Annual expenditure on family planning from government domestic health budget,999,Not Applicable
AFR0453,Percentage condom use with last high- risk sex amongst AGYW,9,Female
AFR0453,Percentage condom use with last high- risk sex amongst AGYW,29,Total
AFR0454,Antenatal client syphilis screening,9,Female
AFR0455,Percentage of deliveries in health facilities by caesarean section,9,Female
AFR0455,Percentage of deliveries in health facilities by caesarean section,11,Rural
AFR0455,Percentage of deliveries in health facilities by caesarean section,12,Urban
AFR0455,Percentage of deliveries in health facilities by caesarean section,19,First Quintile
AFR0455,Percentage of deliveries in health facilities by caesarean section,20,Second Quintile
AFR0455,Percentage of deliveries in health facilities by caesarean section,22,Fourth Quintile
AFR0455,Percentage of deliveries in health facilities by caesarean section,23,Fifth Quintile
AFR0455,Percentage of deliveries in health facilities by caesarean section,29,Total
AFR0455,Percentage of deliveries in health facilities by caesarean section,1023,Middle
AFR0455,Percentage of deliveries in health facilities by caesarean section,1051,<20years
AFR0455,Percentage of deliveries in health facilities by caesarean section,1056,20-34 years
AFR0455,Percentage of deliveries in health facilities by caesarean section,1057,35-49 years
AFR0456,Annual expenditure on reproductive health from government domestic health budget,999,Not Applicable
AFR0457,Antenatal care attendees who were positive for syphilis (%),9,Female
AFR0458,Comprehensive correct knowledge about AIDS,8,Male
AFR0458,Comprehensive correct knowledge about AIDS,9,Female
AFR0460,Percentage of lower secondary schools providing life skills-based HIV and sexuality education,999,Not Applicable
AFR0461,Percentage of primary schools providing life skills-based HIV and sexuality education,999,Not Applicable
AFR0462,Unmet need for family planning,29,Total
AFR0462,Unmet need for family planning,66,Female (15-49 years)
AFR0462,Unmet need for family planning,73,15-19 years
AFR0462,Unmet need for family planning,74,20-24 years
AFR0462,Unmet need for family planning,75,25-29 years
AFR0462,Unmet need for family planning,76,30-34 years
AFR0462,Unmet need for family planning,77,35-39 years
AFR0462,Unmet need for family planning,78,40-44 years
AFR0462,Unmet need for family planning,79,45-49 years
AFR0462,Unmet need for family planning,129,Married women
AFR0463,Percentage of women with anaemia,42,Female (15+ years)
AFR0464,Percentage of pregnant women with anaemia,42,Female (15+ years)
AFR0467,Maternal Mortality Ratio,9,Female
AFR0468,Number of hospital beds,29,Total
AFR0468,Number of hospital beds,1013,Public sector
AFR0468,Number of hospital beds,1014,Private sector
AFR0469,Number of medical doctors,28,Both sexes (male and female)
AFR0469,Number of medical doctors,29,Total
AFR0470,Number of ICU Beds,29,Total
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,8,Male
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,9,Female
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,11,Rural
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,12,Urban
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,20,Second Quintile
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,22,Fourth Quintile
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,29,Total
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,1015,<12 months
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,1018,12-23 months
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,1019,24-35 months
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,1020,36-47 months
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,1021,48-59 months
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,1022,Lowest
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,1023,Middle
AFR0471,Percentage of children under age five who slept under an insecticide treated net (ITN) the night before the survey,1024,Highest
AFR0472,Prevalence of gestational diabetes mellitus,9,Female
AFR0473,Proportion of people with undiagnosed diabetes,28,Both sexes (male and female)
AFR0474,Number of deaths attributable to diabetes,28,Both sexes (male and female)
AFR0475,Share of premature deaths attributed to high body mass index,28,Both sexes (male and female)
AFR0476,General Service Readiness Index,29,Total
AFR0477,The mean availability of items for offering the specific services,29,Total
AFR0478,Availability of Tuberculosis services,29,Total
AFR0479,Availability of Basic obstetric care services,29,Total
AFR0480,Availability of Child health immunization services,29,Total
AFR0481,Absolute number of all cataract operations performed with intraocular lens implantation,28,Both sexes (male and female)
AFR0482,"Absolute number of Allied Eye Health Professionals (ophthalmic nurses, opticians, orthoptists, ophthalmic and optometric assistants or technicians, etc…) at country level",28,Both sexes (male and female)
AFR0483,Absolute number of cataract operated people with Visual Acuity >6/18 in the operated eye,28,Both sexes (male and female)
AFR0484,Absolute number of cataracts surgeries performed,28,Both sexes (male and female)
AFR0485,Absolute number of centres offering paediatric ophthalmology services in the country,28,Both sexes (male and female)
AFR0486,Absolute number of centres providing laser treatment for diabetic retinopathy at country level,28,Both sexes (male and female)
AFR0488,Absolute number of Eye care drugs included in the essential medicines list (Please provide a copy of the last updated essential medicines list),28,Both sexes (male and female)
AFR0489,Absolute number of international partners and alliances supporting eye care in the country (Please provide a list of partners and alliances supporting eye care in the country),28,Both sexes (male and female)
AFR0490,Absolute number of meetings of the Prevention of Blindness/ Eye Health committee led by MoH or with the participation of MoH representative and held during last year,28,Both sexes (male and female)
AFR0491,Absolute number of ophthalmologists active at country level,28,Both sexes (male and female)
AFR0492,Absolute number of optometrists at country level,28,Both sexes (male and female)
AFR0493,Absolute number of patient consultations for eye diseases in the country,28,Both sexes (male and female)
AFR0494,Absolute number of people affected by blindness (presenting visual acuity < 3/60 in the better eye) at country level,28,Both sexes (male and female)
AFR0495,Absolute number of people affected by visual impairment (presenting visual acuity < 6/18 in the better eye),28,Both sexes (male and female)
AFR0496,Absolute number of public health facilities that dispense spectacles (glasses) for managing refractive errors at country level,28,Both sexes (male and female)
AFR0497,"Absolute number of visual impaired people, at country level, affected by Blinding trachoma",28,Both sexes (male and female)
AFR0497,"Absolute number of visual impaired people, at country level, affected by Blinding trachoma",1005,Infants (0-6 Months)
AFR0498,"Absolute number of visual impaired people, at country level, affected by Cataract",28,Both sexes (male and female)
AFR0499,"Absolute number of visual impaired people, at country level, affected by Diabetic Retinopathy",28,Both sexes (male and female)
AFR0500,"Absolute number of visual impaired people, at country level, affected by Glaucoma",28,Both sexes (male and female)
AFR0501,"Absolute number of visual impaired people, at country level, affected by Paediatric Eye Diseases",28,Both sexes (male and female)
AFR0502,"Absolute number of visual impaired people, at country level, affected by Uncorrected Refractive Errors",28,Both sexes (male and female)
AFR0503,Do budgetary appropriations for Eye Health exist at MoH level? (Yes/No),999,Not Applicable
AFR0504,Does the National coordinator/focal person for Eye Health exist in the country? (Yes/No),999,Not Applicable
AFR0505,Does the national programme for Community Health Workers include eye health? (Yes/No),999,Not Applicable
AFR0506,"If Yes, is the National Prevention of Blindness/Eye Health plan implemented at Country level? (Yes/No)",999,Not Applicable
AFR0507,Is the National Eye Health plan/strategy compliant with the current National Health strategic Plan? (Yes/No),999,Not Applicable
AFR0508,Is the Primary Eye Care part of the primary health care programme?,999,Not Applicable
AFR0509,Is there a National Prevention of Blindness/Eye Health plan endorsed by Ministry of Health (MoH)? (Yes/No),999,Not Applicable
AFR0510,Observance of World Sight Day with recognition from MoH or other governmental institutions,999,Not Applicable
AFR0511,Coverage of preventive chemotherapy for selected neglected tropical diseases - Lymphatic Filariasis,1038,5 years and above
AFR0512,Coverage of preventive chemotherapy for selected neglected tropical diseases - Onchocerciasis,1038,5 years and above
AFR0513,Coverage of preventive chemotherapy for selected neglected tropical diseases - Schistosomiasis,1038,5 years and above
AFR0514,Coverage of preventive chemotherapy for selected neglected tropical diseases – Soil Transmitted Helminths,1039,5-14 years
AFR0515,Coverage of preventive chemotherapy for selected neglected tropical diseases - Trachoma,1040,Less 6 months
AFR0516,New cases of IHR-notifiable diseases and other notifiable diseases – Yellow fever,8,Male
AFR0516,New cases of IHR-notifiable diseases and other notifiable diseases – Yellow fever,9,Female
AFR0516,New cases of IHR-notifiable diseases and other notifiable diseases – Yellow fever,28,Both sexes (male and female)
AFR0517,New cases of IHR-notifiable diseases and other notifiable diseases – Lassa fever,8,Male
AFR0517,New cases of IHR-notifiable diseases and other notifiable diseases – Lassa fever,9,Female
AFR0517,New cases of IHR-notifiable diseases and other notifiable diseases – Lassa fever,28,Both sexes (male and female)
AFR0518,New cases of IHR-notifiable diseases and other notifiable diseases – Cholera,8,Male
AFR0518,New cases of IHR-notifiable diseases and other notifiable diseases – Cholera,9,Female
AFR0518,New cases of IHR-notifiable diseases and other notifiable diseases – Cholera,1042,>5 years
AFR0518,New cases of IHR-notifiable diseases and other notifiable diseases – Cholera,1043,>2 years
AFR0519,New cases of IHR-notifiable diseases and other notifiable diseases – Meningitis,8,Male
AFR0519,New cases of IHR-notifiable diseases and other notifiable diseases – Meningitis,9,Female
AFR0519,New cases of IHR-notifiable diseases and other notifiable diseases – Meningitis,28,Both sexes (male and female)
AFR0520,New cases of IHR-notifiable diseases and other notifiable diseases – Measles,8,Male
AFR0520,New cases of IHR-notifiable diseases and other notifiable diseases – Measles,9,Female
AFR0520,New cases of IHR-notifiable diseases and other notifiable diseases – Measles,28,Both sexes (male and female)
AFR0521,New cases of IHR-notifiable diseases and other notifiable diseases – Covid-19,8,Male
AFR0521,New cases of IHR-notifiable diseases and other notifiable diseases – Covid-19,9,Female
AFR0521,New cases of IHR-notifiable diseases and other notifiable diseases – Covid-19,28,Both sexes (male and female)
AFR0523,Availability of  Adolescent health services,29,Total
AFR0524,Availability of  Chronic obstructive respiratory disease services,29,Total
AFR0525,Availability of Advanced diagnostic services,29,Total
AFR0526,Availability of Antenatal Care services,29,Total
AFR0527,Availability of ART services,29,Total
AFR0528,Availability of Cardiovascular diseases services,29,Total
AFR0529,Availability of Cervical cancer screening services,29,Total
AFR0530,Availability of Child health preventive and curative care services,29,Total
AFR0531,Availability of Comprehensive emergency obstetric care services,29,Total
AFR0532,Availability of Comprehensive surgery services,29,Total
AFR0533,Availability of Diabetes services,29,Total
AFR0534,Availability of Family planning services,29,Total
AFR0535,Availability of HIV care and support services,29,Total
AFR0536,Availability of HIV counselling and testing services,29,Total
AFR0537,availability of items for offering Adolescent health services,29,Total
AFR0538,availability of items for offering Advanced diagnostic services services,29,Total
AFR0539,availability of items for offering Antenatal care services,29,Total
AFR0540,availability of items for offering ART services,29,Total
AFR0541,availability of items for offering Basic obstetric care services,29,Total
AFR0542,availability of items for offering Basic surgery services,29,Total
AFR0543,availability of items for offering Blood transfusion services,29,Total
AFR0544,availability of items for offering Cardiovascular diseases services,29,Total
AFR0545,availability of items for offering Cervical cancer screening services,29,Total
AFR0546,availability of items for offering Child immunization services,29,Total
AFR0547,availability of items for offering Chronic obstructive respiratory disease services,29,Total
AFR0548,Availability of STIs services,29,Total
AFR0549,Availability of Preventive & curative services,29,Total
AFR0550,Availability of PMTCT services,29,Total
AFR0551,Availability of Malaria Services,29,Total
AFR0552,Availability of Lifesaving commodities for mothers services,29,Total
AFR0553,Availability of Lifesaving commodities for children services,29,Total
AFR0554,availability of items for offering Comprehensive surgery services,29,Total
AFR0555,availability of items for offering Diabetes services,29,Total
AFR0556,availability of items for offering Family planning services,29,Total
AFR0557,availability of items for offering High-level diagnostic services services,29,Total
AFR0558,availability of items for offering HIV care and support services,29,Total
AFR0559,availability of items for offering HIV counseling and testing services,29,Total
AFR0560,availability of items for offering Life-saving medicine (children) services,29,Total
AFR0561,availability of items for offering Life-saving medicines (mothers) services,29,Total
AFR0562,availability of items for offering Malaria services,29,Total
AFR0563,availability of items for offering PMTCT services,29,Total
AFR0564,availability of items for offering Preventive and curative services for under-fives,29,Total
AFR0565,availability of items for offering TB services,29,Total
AFR0566,availability of items for offering STIs services,29,Total
AFR0567,UHC - Service coverage sub-index on Noncommunicable diseases,28,Both sexes (male and female)
AFR0568,UHC - Service coverage sub-index on Service capacity and access,28,Both sexes (male and female)
AFR0569,UHC - Service coverage sub-index on Infectious Diseases,28,Both sexes (male and female)
AFR0570,"UHC - Service coverage sub-index on reproductive, maternal, newborn and child health",28,Both sexes (male and female)
AFR0592,health system performance (index),999,Not Applicable
AFR0593,Access to health services,999,Not Applicable
AFR0594,Demand for health services,999,Not Applicable
AFR0595,Quality of care,999,Not Applicable
AFR0596,Health system resilience (Index),999,Not Applicable
AFR0597,Inherent resilience,999,Not Applicable
AFR0598,Physical access score,999,Not Applicable
AFR0599,Financial access score,999,Not Applicable
AFR0600,Sociocultural access score,999,Not Applicable
AFR0601,User experience score,999,Not Applicable
AFR0602,Care effectiveness score,999,Not Applicable
AFR0603,Healthy actions score,999,Not Applicable
AFR0604,Health seeking score,999,Not Applicable
AFR0605,Country size,999,Not Applicable
AFR0606,Demographic growth,999,Not Applicable
AFR0607,Density of population,999,Not Applicable
AFR0608,GDP per capita,999,Not Applicable
AFR0609,Inflation rate,999,Not Applicable
AFR0610,Human Development Index,999,Not Applicable
AFR0611,"National legislation, policy and financing-score",29,Total
AFR0612,Zoonotic events and the human-animal interface-score,29,Total
AFR0613,Food safety-score,29,Total
AFR0614,Chemical events-score,29,Total
AFR0615,Human resources-score,29,Total
AFR0616,National health emergency framework-score,29,Total
AFR0617,Health service provision-score,29,Total
AFR0618,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)- SDG 11.6.2",11,Rural
AFR0618,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)- SDG 11.6.2",12,Urban
AFR0618,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)- SDG 11.6.2",29,Total
AFR0620,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)-SDG 16.2.1,1091,1-14 years
AFR0620,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)-SDG 16.2.1,1092,2-14 years
AFR0621,Proportion of women aged 15-49 years with anaemia (%)-SDG 2.2.3,9,Female
AFR0622,"Percentage of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested (%)-SDG 3.d.2",29,Total
AFR0623,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested (%)-SDG 3.d.2,29,Total
AFR0624,"Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)-SDG 5.6.1",9,Female
AFR0625,"Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education (%)-SDG 5.6.2",29,Total
AFR0626,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)-SDG 8.8.1",8,Male
AFR0626,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)-SDG 8.8.1",9,Female
AFR0626,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)-SDG 8.8.1",28,Both sexes (male and female)
AFR0627,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)-SDG 8.8.1",8,Male
